,Videocard Name,"Passmark G3D Mark
(higher is better)","Rank
(lower is better)","Videocard Value
(higher is better)","Price
(USD)",lien,DirectX 9,DirectX 10,DirectX 11,DirectX 12,GPU Compute
248,GeForce RTX 4080,34752,2,32.79,"$1,059.99",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4080+Laptop+GPU&id=4736,297 Frames/Sec,171 Frames/Sec,254 Frames/Sec,98 Frames/Sec,12683 Ops/Sec
249,GeForce RTX 4090,38908,1,22.89,"$1,699.99",https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+RTX+4090+Laptop+GPU&id=4737,321 Frames/Sec,196 Frames/Sec,283 Frames/Sec,109 Frames/Sec,13107 Ops/Sec
250,GeForce4 Ti 4600,5,2367,0.10,$53.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce4+Ti+4800&id=1507,NA,NA,NA,NA,NA
251,GRID K1,650,1329,1.65,$395.00*,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K120Q&id=3384,NA,NA,NA,NA,NA
252,GRID K2,2736,549,0.61,"$4,449.99",https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K220Q&id=3140,NA,NA,NA,NA,NA
253,GRID K520,3516,470,23.44,$149.99*,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-0Q&id=3795,NA,NA,NA,NA,NA
254,GT 430,223,1782,1.56,$142.88*,https://www.videocardbenchmark.net/gpu.php?gpu=IncrediblE+HD&id=3480,NA,NA,NA,NA,NA
255,Intel Arc A750,8642,216,36.01,$239.99,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A770&id=4605,76 Frames/Sec,55 Frames/Sec,77 Frames/Sec,77 Frames/Sec,6999 Ops/Sec
256,Intel Arc A770,9373,198,25.38,$369.35,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Arc+A770M&id=4620,60 Frames/Sec,45 Frames/Sec,67 Frames/Sec,66 Frames/Sec,5220 Ops/Sec
257,Intel HD 3000,255,1753,0.27,$945.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4000&id=2,6 Frames/Sec,2 Frames/Sec,3 Frames/Sec,0 Frames/Sec,259 Ops/Sec
258,Intel HD 4000,343,1669,0.22,"$1,592.95*",https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4400&id=2643,10 Frames/Sec,2 Frames/Sec,4 Frames/Sec,2 Frames/Sec,334 Ops/Sec
259,Intel HD 5000,573,1438,0.92,$625.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+505&id=4143,6 Frames/Sec,1 Frames/Sec,3 Frames/Sec,2 Frames/Sec,177 Ops/Sec
260,ION,84,2058,0.37,$229.99*,https://www.videocardbenchmark.net/gpu.php?gpu=ION+LE&id=1516,NA,NA,NA,NA,NA
261,Matrox Parhelia 128MB,3,2428,0.01,$393.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Matrox+Parhelia+256MB&id=1041,NA,NA,NA,NA,NA
262,Mobile Intel HD,284,1726,0.59,$479.98*,https://www.videocardbenchmark.net/gpu.php?gpu=Mobile+Intel+serie+4+Express&id=2460,NA,NA,NA,NA,NA
263,Mobility Radeon HD 3650,129,1916,1.77,$73.53*,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+3670&id=488,NA,NA,NA,NA,NA
264,Mobility Radeon HD 4570,139,1893,1.83,$75.90*,https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+4650&id=504,NA,NA,NA,NA,NA
265,NVIDIA TITAN X,13659,114,22.46,$608.10*,https://www.videocardbenchmark.net/gpu.php?gpu=NVIDIA+TITAN+Xp&id=3728,230 Frames/Sec,127 Frames/Sec,152 Frames/Sec,64 Frames/Sec,9824 Ops/Sec
266,NVIDIA TITAN Xp,18704,56,11.37,"$1,645.00*",https://www.videocardbenchmark.net/gpu.php?gpu=NVS+2100M&id=1537,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
267,NVS 300,122,1937,1.95,$62.97*,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+310&id=2195,8 Frames/Sec,1 Frames/Sec,2 Frames/Sec,0 Frames/Sec,127 Ops/Sec
268,NVS 310,249,1762,4.02,$62.06*,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+3100M&id=1539,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
269,NVS 315,299,1710,4.28,$69.99*,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+4200M&id=117,7 Frames/Sec,3 Frames/Sec,1 Frames/Sec,0 Frames/Sec,201 Ops/Sec
270,NVS 4200M,271,1737,0.68,$399.00*,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+510&id=2228,16 Frames/Sec,2 Frames/Sec,6 Frames/Sec,3 Frames/Sec,314 Ops/Sec
271,NVS 510,708,1279,4.94,$143.26,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5100M&id=1540,8 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
272,NVS 810,1161,969,1.86,$624.99*,https://www.videocardbenchmark.net/gpu.php?gpu=OPAL+XT%2FGL&id=3291,NA,NA,NA,NA,NA
273,P104-100,3995,426,13.32,$299.99*,https://www.videocardbenchmark.net/gpu.php?gpu=P106-090&id=4212,24 Frames/Sec,20 Frames/Sec,23 Frames/Sec,13 Frames/Sec,895 Ops/Sec
274,Quadro 1000M,570,1442,10.47,$54.50*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+1100M&id=2398,NA,NA,NA,NA,NA
275,Quadro 2000,944,1080,4.43,$213.23*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000+D&id=1544,NA,NA,NA,NA,NA
276,Quadro 2000D,974,1059,6.96,$140.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000M&id=49,22 Frames/Sec,3 Frames/Sec,8 Frames/Sec,0 Frames/Sec,386 Ops/Sec
277,Quadro 2000M,782,1202,3.40,$229.74*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2100M&id=2397,NA,NA,NA,NA,NA
278,Quadro 3000M,1018,1034,14.55,$69.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+400&id=1548,7 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
279,Quadro 400,148,1873,0.70,$211.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000&id=1549,44 Frames/Sec,7 Frames/Sec,15 Frames/Sec,0 Frames/Sec,575 Ops/Sec
280,Quadro 4000,1482,865,1.47,"$1,008.09*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000M&id=1550,39 Frames/Sec,6 Frames/Sec,12 Frames/Sec,0 Frames/Sec,491 Ops/Sec
281,Quadro 4000M,1323,905,5.71,$232.06*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+410&id=2291,11 Frames/Sec,1 Frames/Sec,3 Frames/Sec,2 Frames/Sec,275 Ops/Sec
282,Quadro 410,441,1588,3.42,$129.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000&id=1551,52 Frames/Sec,10 Frames/Sec,19 Frames/Sec,0 Frames/Sec,725 Ops/Sec
283,Quadro 5000,1923,727,1.88,"$1,023.50",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000M&id=1552,NA,NA,NA,NA,NA
284,Quadro 500M,570,1440,2.07,$275.14*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5010M&id=1553,47 Frames/Sec,10 Frames/Sec,18 Frames/Sec,0 Frames/Sec,687 Ops/Sec
285,Quadro 5010M,1771,774,7.51,$235.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+600&id=91,15 Frames/Sec,2 Frames/Sec,5 Frames/Sec,0 Frames/Sec,282 Ops/Sec
286,Quadro 600,539,1481,7.10,$76.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+6000&id=1554,67 Frames/Sec,13 Frames/Sec,28 Frames/Sec,0 Frames/Sec,1076 Ops/Sec
287,Quadro 6000,2701,559,0.66,"$4,092.38*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+7000&id=1555,66 Frames/Sec,14 Frames/Sec,30 Frames/Sec,0 Frames/Sec,1234 Ops/Sec
288,Quadro CX,947,1074,6.32,$149.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1000&id=1557,NA,NA,NA,NA,NA
289,Quadro FX 1100,35,2225,0.17,$212.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1300&id=1559,NA,NA,NA,NA,NA
290,Quadro FX 1400,124,1931,0.51,$245.01*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1500&id=1561,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
291,Quadro FX 1500,197,1819,1.71,$115.01*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1500M&id=1562,NA,NA,NA,NA,NA
292,Quadro FX 1600M,131,1913,0.87,$149.90*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1700&id=1564,7 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
293,Quadro FX 1700,128,1920,0.37,$350.14*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1700M&id=1565,11 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
294,Quadro FX 1800,398,1627,2.95,$135.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+1800M&id=1567,14 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
295,Quadro FX 2500M,217,1788,12.45,$17.50*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+2700&id=2854,NA,NA,NA,NA,NA
296,Quadro FX 2700M,376,1642,3.77,$99.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+2800M&id=1571,18 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
297,Quadro FX 2800M,422,1607,2.22,$190.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3000&id=1572,NA,NA,NA,NA,NA
298,Quadro FX 3000,69,2108,0.41,$166.61*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3400%2F4400&id=4,NA,NA,NA,NA,NA
299,Quadro FX 3450,148,1872,1.24,$119.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3450%2F4000+SDI&id=1575,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
300,Quadro FX 3500,291,1717,4.23,$68.98*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3500M&id=1578,NA,NA,NA,NA,NA
301,Quadro FX 3500M,306,1704,3.06,$99.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+350M&id=1579,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
302,Quadro FX 370,83,2061,0.67,$125.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+370+Low+Profile&id=1583,NA,NA,NA,NA,NA
303,Quadro FX 3700,380,1638,1.79,$213.27*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3700M&id=1586,17 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
304,Quadro FX 3700M,456,1575,0.49,$925.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+370M&id=1587,NA,NA,NA,NA,NA
305,Quadro FX 380,162,1857,2.24,$72.50*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+380+LP&id=1589,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
306,Quadro FX 3800,799,1189,3.08,$259.13*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+3800M&id=1591,22 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
307,Quadro FX 4500,226,1779,1.34,$169.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4500+X2&id=1595,NA,NA,NA,NA,NA
308,Quadro FX 4600,430,1597,1.29,$333.25*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+4700+X2&id=2857,NA,NA,NA,NA,NA
309,Quadro FX 4800,991,1050,4.86,$204.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+500%2F600+PCI&id=1599,NA,NA,NA,NA,NA
310,Quadro FX 540,80,2074,1.35,$59.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+550&id=1602,NA,NA,NA,NA,NA
311,Quadro FX 550,63,2126,0.22,$287.82*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5500&id=1603,NA,NA,NA,NA,NA
312,Quadro FX 5500,242,1765,0.12,"$1,999.00*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+560&id=1604,NA,NA,NA,NA,NA
313,Quadro FX 560,113,1968,0.76,$150.25*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5600&id=1605,20 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
314,Quadro FX 5600,525,1495,1.78,$295.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+570&id=1606,3 Frames/Sec,7 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
315,Quadro FX 570,232,1774,2.03,$115.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+570M&id=1607,7 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
316,Quadro FX 580,156,1860,1.21,$130.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+5800&id=1609,26 Frames/Sec,6 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
317,Quadro FX 5800,1216,945,4.44,$274.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+770M&id=1611,11 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
318,Quadro FX 770M,170,1847,0.32,$527.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+FX+880M&id=1612,9 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
319,Quadro GV100,20132,42,2.24,"$8,999.00*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1000M&id=1616,18 Frames/Sec,3 Frames/Sec,6 Frames/Sec,3 Frames/Sec,352 Ops/Sec
320,Quadro K1000M,785,1199,11.23,$69.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1100M&id=2623,23 Frames/Sec,4 Frames/Sec,9 Frames/Sec,4 Frames/Sec,506 Ops/Sec
321,Quadro K1100M,1083,1004,3.36,$322.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1200&id=3193,48 Frames/Sec,14 Frames/Sec,20 Frames/Sec,12 Frames/Sec,1187 Ops/Sec
322,Quadro K1200,2896,528,10.15,$285.29*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000&id=2446,32 Frames/Sec,5 Frames/Sec,14 Frames/Sec,6 Frames/Sec,691 Ops/Sec
323,Quadro K2000,1569,837,5.34,$294.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000D&id=2497,32 Frames/Sec,5 Frames/Sec,14 Frames/Sec,6 Frames/Sec,715 Ops/Sec
324,Quadro K2000D,1577,831,4.64,$339.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000M&id=1617,21 Frames/Sec,3 Frames/Sec,9 Frames/Sec,4 Frames/Sec,490 Ops/Sec
325,Quadro K2000M,1016,1036,7.06,$144.04*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2100M&id=2665,27 Frames/Sec,5 Frames/Sec,12 Frames/Sec,5 Frames/Sec,656 Ops/Sec
326,Quadro K2100M,1362,896,3.27,$415.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200&id=2947,54 Frames/Sec,15 Frames/Sec,24 Frames/Sec,16 Frames/Sec,1583 Ops/Sec
327,Quadro K2200,3546,467,13.22,$268.30*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200M&id=3175,55 Frames/Sec,15 Frames/Sec,23 Frames/Sec,16 Frames/Sec,1429 Ops/Sec
328,Quadro K2200M,3440,478,27.54,$124.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3000M&id=2213,35 Frames/Sec,7 Frames/Sec,13 Frames/Sec,5 Frames/Sec,635 Ops/Sec
329,Quadro K3000M,1645,807,4.04,$407.56*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3100M&id=2684,48 Frames/Sec,9 Frames/Sec,19 Frames/Sec,8 Frames/Sec,882 Ops/Sec
330,Quadro K3100M,2270,644,5.68,$399.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000&id=2272,49 Frames/Sec,11 Frames/Sec,23 Frames/Sec,10 Frames/Sec,1117 Ops/Sec
331,Quadro K4000,2705,555,10.02,$270.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000M&id=2159,39 Frames/Sec,8 Frames/Sec,16 Frames/Sec,6 Frames/Sec,687 Ops/Sec
332,Quadro K4000M,1908,731,7.52,$254.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4100M&id=2736,53 Frames/Sec,10 Frames/Sec,22 Frames/Sec,9 Frames/Sec,1090 Ops/Sec
333,Quadro K4100M,2614,570,10.01,$261.29*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K420&id=2992,17 Frames/Sec,3 Frames/Sec,6 Frames/Sec,3 Frames/Sec,342 Ops/Sec
334,Quadro K420,762,1223,2.84,$269.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4200&id=2944,72 Frames/Sec,19 Frames/Sec,39 Frames/Sec,15 Frames/Sec,1791 Ops/Sec
335,Quadro K4200,4313,409,17.32,$249.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000&id=2258,65 Frames/Sec,16 Frames/Sec,37 Frames/Sec,15 Frames/Sec,1734 Ops/Sec
336,Quadro K5000,3978,427,15.98,$249.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000M&id=1618,45 Frames/Sec,11 Frames/Sec,25 Frames/Sec,10 Frames/Sec,1219 Ops/Sec
337,Quadro K5000M,2763,544,5.43,$508.91*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5100M&id=2798,69 Frames/Sec,12 Frames/Sec,27 Frames/Sec,11 Frames/Sec,1596 Ops/Sec
338,Quadro K5100M,3151,508,2.84,"$1,108.84*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K510M&id=2767,15 Frames/Sec,2 Frames/Sec,6 Frames/Sec,0 Frames/Sec,378 Ops/Sec
339,Quadro K5200,6026,302,14.52,$415.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K600&id=2449,17 Frames/Sec,3 Frames/Sec,6 Frames/Sec,3 Frames/Sec,333 Ops/Sec
340,Quadro K600,749,1234,12.45,$60.24*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K6000&id=2666,125 Frames/Sec,41 Frames/Sec,64 Frames/Sec,30 Frames/Sec,3378 Ops/Sec
341,Quadro K6000,8052,230,38.23,$210.66*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K610M&id=2703,16 Frames/Sec,2 Frames/Sec,6 Frames/Sec,2 Frames/Sec,379 Ops/Sec
342,Quadro K610M,718,1270,2.99,$240.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620&id=2950,44 Frames/Sec,10 Frames/Sec,13 Frames/Sec,9 Frames/Sec,967 Ops/Sec
343,Quadro K620,2239,655,1.10,"$2,029.99*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620M&id=3148,21 Frames/Sec,4 Frames/Sec,7 Frames/Sec,6 Frames/Sec,612 Ops/Sec
344,Quadro M1000M,2899,527,33.72,$85.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1200&id=3651,56 Frames/Sec,15 Frames/Sec,22 Frames/Sec,14 Frames/Sec,2331 Ops/Sec
345,Quadro M2000,3966,430,15.01,$264.24*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2000M&id=3373,57 Frames/Sec,15 Frames/Sec,23 Frames/Sec,15 Frames/Sec,1474 Ops/Sec
346,Quadro M2000M,3458,474,16.23,$213.16*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2200&id=3732,75 Frames/Sec,18 Frames/Sec,30 Frames/Sec,20 Frames/Sec,1856 Ops/Sec
347,Quadro M2200,4289,412,17.16,$249.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M3000M&id=3394,101 Frames/Sec,25 Frames/Sec,42 Frames/Sec,23 Frames/Sec,2088 Ops/Sec
348,Quadro M3000M,5501,324,34.39,$159.95*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M4000&id=3325,113 Frames/Sec,32 Frames/Sec,50 Frames/Sec,25 Frames/Sec,2667 Ops/Sec
349,Quadro M4000,6670,276,18.43,$362.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M4000M&id=3297,111 Frames/Sec,31 Frames/Sec,50 Frames/Sec,25 Frames/Sec,2375 Ops/Sec
350,Quadro M4000M,6261,290,24.56,$254.91*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000&id=3369,151 Frames/Sec,46 Frames/Sec,68 Frames/Sec,36 Frames/Sec,4030 Ops/Sec
351,Quadro M5000,9389,195,18.82,$499.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M5000M&id=3408,122 Frames/Sec,35 Frames/Sec,55 Frames/Sec,28 Frames/Sec,2677 Ops/Sec
352,Quadro M5000M,7052,265,12.89,$546.92*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M500M&id=3449,20 Frames/Sec,4 Frames/Sec,7 Frames/Sec,7 Frames/Sec,669 Ops/Sec
353,Quadro M6000,11741,152,2.43,"$4,827.53*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M6000+24GB&id=3544,170 Frames/Sec,65 Frames/Sec,94 Frames/Sec,44 Frames/Sec,5119 Ops/Sec
354,Quadro M600M,2145,671,8.52,$251.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M620&id=3658,50 Frames/Sec,13 Frames/Sec,19 Frames/Sec,12 Frames/Sec,1160 Ops/Sec
355,Quadro NVS 280 PCI,8,2332,0.06,$130.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+280+SD&id=1632,NA,NA,NA,NA,NA
356,Quadro NVS 285,42,2194,0.25,$169.86*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+285+128MB&id=1634,NA,NA,NA,NA,NA
357,Quadro NVS 285 128MB,38,2213,0.70,$55.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+290&id=1635,3 Frames/Sec,5 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
358,Quadro NVS 290,226,1780,3.83,$59.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+295&id=1636,3 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
359,Quadro NVS 295,79,2076,1.27,$63.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+320M&id=1638,5 Frames/Sec,1 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
360,Quadro NVS 420,69,2102,0.47,$150.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+440&id=1641,NA,NA,NA,NA,NA
361,Quadro NVS 440,37,2217,0.16,$228.87*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+450&id=1642,2 Frames/Sec,2 Frames/Sec,0 Frames/Sec,0 Frames/Sec,0 Ops/Sec
362,Quadro NVS 450,66,2117,0.42,$159.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+NVS+510M&id=1643,NA,NA,NA,NA,NA
363,Quadro P1000,4427,404,15.27,$289.99*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000&id=3712,124 Frames/Sec,33 Frames/Sec,49 Frames/Sec,27 Frames/Sec,2898 Ops/Sec
364,Quadro P2000,6903,272,15.70,$439.60*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000+with+Max-Q+Design&id=3982,90 Frames/Sec,25 Frames/Sec,36 Frames/Sec,21 Frames/Sec,2142 Ops/Sec
365,Quadro P2200,9373,197,20.39,$459.80*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3000&id=3688,110 Frames/Sec,35 Frames/Sec,53 Frames/Sec,26 Frames/Sec,2737 Ops/Sec
366,Quadro P3200,9113,203,23.41,$389.30*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P3200+with+Max-Q+Design&id=3963,159 Frames/Sec,50 Frames/Sec,69 Frames/Sec,34 Frames/Sec,3643 Ops/Sec
367,Quadro P400,1600,824,7.96,$201.17*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P4000&id=3719,184 Frames/Sec,70 Frames/Sec,88 Frames/Sec,39 Frames/Sec,5288 Ops/Sec
368,Quadro P4000,11639,154,20.93,$556.19*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P4000+with+Max-Q+Design&id=3829,NA,NA,NA,NA,NA
369,Quadro P5000,12282,143,6.57,"$1,868.99*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P520&id=4126,33 Frames/Sec,8 Frames/Sec,16 Frames/Sec,11 Frames/Sec,890 Ops/Sec
370,Quadro P520,2104,679,1.40,"$1,499.00*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P5200&id=3888,195 Frames/Sec,79 Frames/Sec,96 Frames/Sec,41 Frames/Sec,5631 Ops/Sec
371,Quadro P600,3265,494,15.45,$211.36*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P6000&id=3597,180 Frames/Sec,106 Frames/Sec,124 Frames/Sec,52 Frames/Sec,8815 Ops/Sec
372,Quadro P6000,15266,92,4.70,"$3,250.00*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P620&id=3954,68 Frames/Sec,13 Frames/Sec,27 Frames/Sec,15 Frames/Sec,1554 Ops/Sec
373,Quadro P620,3588,462,6.25,$574.55,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+3000&id=4119,168 Frames/Sec,79 Frames/Sec,86 Frames/Sec,42 Frames/Sec,3888 Ops/Sec
374,Quadro RTX 4000,15462,88,17.20,$899.00*,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+4000+%28Mobile%29&id=4148,181 Frames/Sec,99 Frames/Sec,104 Frames/Sec,47 Frames/Sec,4536 Ops/Sec
375,Quadro RTX 6000,19256,53,3.06,"$6,300.00*",https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+8000&id=4061,202 Frames/Sec,142 Frames/Sec,181 Frames/Sec,80 Frames/Sec,10116 Ops/Sec
